customer_id,full_name,age,gender,occupation,annual_income,risk_category,country,city,KYC_level,pep_flag,sanctions_flag,account_open_date,customer_type,expected_monthly_txn,avg_balance,device_count,ip_country,branch_id
fd6d45ad-d8df-4ef3-84d7-a612f1f21cd0,Derrick Sloan,86,FEMALE,Social researcher,1136405.45,LOW,Anguilla,Lake Cassandra,VERIFIED,True,False,2024-02-12,BUSINESS,17756.68,87457.32,1,Saint Barthelemy,UKKN85278786330981
1d69ccc6-2cb7-43b6-91db-f73c5e35386e,Amber Edwards,33,MALE,Air cabin crew,1093422.2,MEDIUM,Palau,Nicolemouth,VERIFIED,False,False,2025-01-31,BUSINESS,17136.04,84898.35,2,Indonesia,MLIZ05326416592207
06dd8204-6d0c-429d-9cec-e46a1818ca7a,Sandy Harrington,88,MALE,"Civil engineer, consulting",1441578.01,LOW,Hungary,Sophiachester,PENDING,False,False,2024-02-01,BUSINESS,11926.56,47063.64,3,Comoros,RNFS74008770542129
acbae09d-021e-4e99-bb45-20ffe3ee5c37,Brenda Rodgers,45,FEMALE,Newspaper journalist,378716.48,LOW,Malaysia,Lake Theodoreport,VERIFIED,False,False,2023-06-24,INDIVIDUAL,34104.56,31081.76,1,Japan,TOEX39689522915329
3342abd7-4d09-4196-aea6-7247cea6794f,Victoria Shields,34,FEMALE,Animal technologist,166415.7,MEDIUM,Bermuda,Port William,PENDING,False,False,2026-03-09,INDIVIDUAL,13058.0,9493.97,4,Bangladesh,ZAQJ24994778572038
f96d95e2-a5e7-41fa-8ac9-de04c53a16c6,Bailey Newton,70,OTHER,Patent examiner,1685736.74,LOW,Isle of Man,Port Daniel,VERIFIED,False,False,2026-01-26,BUSINESS,37053.99,20330.0,3,Pakistan,TMQD46650612015322
0f9d3076-fc6b-49e3-809e-41c406d3ce12,Brandon Perez,67,OTHER,Therapeutic radiographer,1912134.83,HIGH,Marshall Islands,Jamesstad,VERIFIED,False,False,2022-02-24,INDIVIDUAL,30300.08,96028.22,2,Korea,EGRH60758958632899
bbc1bb6b-30dc-46b5-afdb-449f3feef3ec,Christopher Martinez,90,OTHER,Educational psychologist,1400111.88,HIGH,Angola,Lake Heidi,VERIFIED,False,False,2024-12-14,INDIVIDUAL,13371.46,97622.69,2,Peru,SMYZ05631707548187
95e9c49f-00ac-40e7-a473-76e5634cc2a7,Brenda Smith,28,FEMALE,Physiotherapist,20794.94,LOW,Pakistan,West Robertfurt,VERIFIED,False,False,2025-04-13,BUSINESS,9327.46,48124.49,4,Bahrain,JNUT15363650744754
d59f5d13-b8e4-4373-a522-e3e20cb89409,Tara Duran,87,FEMALE,"Scientist, physiological",1563338.73,LOW,Honduras,West Dalechester,VERIFIED,False,False,2025-01-30,INDIVIDUAL,9846.3,66610.6,1,Germany,IXAZ19145248883427
145d1321-64ba-4db2-8419-67c547ac9898,Anthony Reed,33,OTHER,"Engineer, water",581643.32,MEDIUM,Barbados,Harrisonberg,PENDING,True,False,2022-08-08,BUSINESS,21164.48,66861.97,1,Lao People's Democratic Republic,YFSD72391760275800
fd9284b2-ea00-47a3-b405-8b483fb5cecf,David Turner,45,OTHER,Communications engineer,1418382.44,HIGH,Barbados,South Bobbystad,VERIFIED,False,False,2024-11-04,INDIVIDUAL,6093.25,91894.72,4,Nauru,BUJX16576619449868
84115076-e07c-4d57-a73e-ae26632fc473,Jeffrey Forbes,31,MALE,"Administrator, arts",894503.02,HIGH,Isle of Man,Davidshire,PENDING,False,False,2023-02-28,BUSINESS,25728.0,20614.39,4,Greenland,ROCN76296753298804
4c4dc641-13b6-4a4c-84fd-5330d6c588ed,Caitlin Watson,23,MALE,Fisheries officer,1463371.5,MEDIUM,Iceland,West Jenniferville,VERIFIED,False,False,2022-10-06,INDIVIDUAL,26837.44,84863.9,2,Switzerland,COSU61760677616626
6673cc79-4fa2-443e-b2ae-b72a9dad180d,Rachael Middleton,43,OTHER,Lexicographer,339509.34,MEDIUM,Nauru,North Ryanland,VERIFIED,False,False,2025-10-07,BUSINESS,25158.81,14328.42,2,Falkland Islands (Malvinas),UBBO66682242785686
4403a9fe-eb80-4602-8ad1-b275b3b1583f,Emily Price,57,OTHER,Naval architect,237826.43,MEDIUM,British Virgin Islands,Tannerstad,PENDING,True,False,2021-08-21,BUSINESS,12754.12,11386.44,4,Marshall Islands,ZRTV01414647313587
dc0d4bf9-8eca-4d37-8346-1094a427f124,Kathryn Barrett,34,OTHER,Multimedia programmer,240754.97,HIGH,Bosnia and Herzegovina,West Linda,VERIFIED,False,False,2022-11-25,BUSINESS,37530.01,61459.19,1,Slovenia,LXIR36325171158610
3f794c8f-5f8d-406b-91a2-f573b96f09c0,Roger Garza,60,FEMALE,Computer games developer,1133918.65,HIGH,Cambodia,East Dianaburgh,PENDING,False,False,2024-03-31,BUSINESS,14108.57,80098.57,4,Comoros,XNBG02073455648552
f0682ef7-54d5-4331-9e9a-9c05a8219159,Ms. Sally Petersen,43,FEMALE,"Psychologist, occupational",1917850.25,LOW,Gibraltar,South Pamela,VERIFIED,False,False,2025-11-07,BUSINESS,25488.7,71249.54,1,Malta,EWNW29320934473434
530700fc-4ca1-431d-b3a5-4c9b98df1ef7,Patrick White,46,MALE,Biomedical engineer,1593955.91,MEDIUM,Moldova,Murillomouth,VERIFIED,False,False,2025-07-29,INDIVIDUAL,47921.96,98818.41,3,Russian Federation,VRCW06643452775813
75a6ee3f-368a-4a9b-9786-2b534ff1369c,Kyle Jones,77,FEMALE,"Journalist, broadcasting",173553.3,HIGH,Peru,Danielleberg,PENDING,False,False,2022-05-16,INDIVIDUAL,16582.06,70934.89,4,Slovenia,XLEV77059593792900
401dc418-6682-4745-9fa4-b637f281e2e5,Justin Howard,58,MALE,Product designer,834398.6,LOW,Congo,Bentleyburgh,VERIFIED,False,False,2026-02-01,INDIVIDUAL,11936.17,40271.95,4,Belize,WCGW17100528230294
43abe97b-b519-400f-8305-5effe6fb752b,Dawn Butler,65,OTHER,Social researcher,1192909.41,HIGH,Marshall Islands,Danielbury,PENDING,False,False,2024-09-11,BUSINESS,9268.06,34181.1,1,Algeria,SAPF58567977123291
b1addaac-5b70-47ba-9cd4-952101f6fbd7,Joseph Herman,83,MALE,Research scientist (life sciences),366788.68,MEDIUM,Estonia,South Loganbury,VERIFIED,False,False,2022-02-02,INDIVIDUAL,45348.14,89296.99,1,Palau,GLIH61410618312070
e5b74ebe-3912-4b58-8865-5084e080fd79,Madeline Scott,76,MALE,Landscape architect,298852.39,HIGH,Qatar,Rachelstad,VERIFIED,False,False,2025-12-26,BUSINESS,17817.68,25572.47,1,Taiwan,VDRB13804715739090
90defb67-d224-4ac7-b74d-6d78234c0990,Martin Smith,62,MALE,Environmental consultant,318355.14,MEDIUM,Liechtenstein,Thompsonborough,VERIFIED,False,False,2025-02-27,BUSINESS,41104.24,69094.18,2,Vanuatu,EPES44205615619705
976b9dce-0ddb-4eea-b509-3392bdb8d573,Karen Cole,66,MALE,Field seismologist,402635.8,MEDIUM,Niger,West Eric,PENDING,False,False,2026-03-24,BUSINESS,29066.18,23782.4,1,Guinea-Bissau,YCRR71777539350728
58147e99-1fb3-47cb-a0c6-02c22ec836ae,Matthew Davis,47,OTHER,Ceramics designer,490253.41,LOW,Martinique,Christophertown,VERIFIED,False,False,2024-06-27,BUSINESS,8114.56,6119.48,2,Greece,YKQP48808062811269
9e710a61-4b8f-423c-9f6c-9f77b9af0679,Derek Graham,54,OTHER,Fitness centre manager,1723411.4,MEDIUM,Singapore,Hernandezview,PENDING,False,False,2026-03-22,BUSINESS,22643.43,42762.83,1,Saint Kitts and Nevis,XCSF02675726154125
061b7b74-e2d4-47c6-8be9-b74825bff57e,Jasmin Johnson,27,FEMALE,"Engineer, materials",637224.61,LOW,Northern Mariana Islands,Aaronberg,PENDING,True,False,2023-03-04,BUSINESS,35237.07,23936.33,1,Brazil,VOEM04685113234520
bd6527cb-ab59-467b-9868-361ef806cec2,Patrick Orr,60,MALE,"Lecturer, further education",235330.69,LOW,Ukraine,Millerberg,VERIFIED,False,False,2023-08-31,BUSINESS,29819.14,28314.0,3,Botswana,RNSW26439626347561
b2296d27-c63e-471f-a5f3-98ca9fc68e7d,Carla Alvarez,36,FEMALE,Multimedia programmer,1199275.2,HIGH,Gambia,Morrisonbury,PENDING,True,False,2025-04-05,INDIVIDUAL,9919.2,47176.24,2,Gambia,APQN02337776671434
8cfde617-f1b5-4577-aae0-3b5fbaba47fe,Charles Roberts,44,OTHER,Audiological scientist,1532252.88,MEDIUM,San Marino,Angelamouth,VERIFIED,False,False,2024-09-07,BUSINESS,21686.91,16486.55,3,Philippines,CONN31743427958759
fa1e8255-0675-455d-9368-7ad6315b49ec,Collin Casey,76,MALE,"Scientist, research (physical sciences)",1578427.46,LOW,Puerto Rico,East Nicholas,VERIFIED,False,False,2025-04-30,INDIVIDUAL,3335.03,20283.35,2,Saint Pierre and Miquelon,OESU60559356706166
31bc0d03-2ff3-4ead-a715-a1649689836c,Brianna Crawford,70,MALE,Paramedic,622499.69,HIGH,Cambodia,West Amandafort,PENDING,True,False,2021-10-10,BUSINESS,41934.21,73453.73,1,Barbados,ZGLU50275205433423
f1174e77-1066-42d2-adbc-88fb67db53c9,Joel Dean,68,OTHER,Air traffic controller,1894414.72,MEDIUM,Egypt,Port Stephenfurt,PENDING,False,False,2023-08-22,INDIVIDUAL,34838.25,14923.33,3,Palau,JZFO28116043609399
28e569ea-c9d5-410d-b090-e14bd5e50ae2,Luis Jacobs,37,MALE,Chief of Staff,159057.86,HIGH,Bhutan,New Brandonberg,VERIFIED,False,False,2026-07-11,BUSINESS,34398.28,57871.92,2,Grenada,TFVG75611889959114
ef7f12f5-c873-42f7-9fca-cd797fbee503,Anna Smith,47,FEMALE,Exhibition designer,565104.9,HIGH,Bosnia and Herzegovina,Deniseville,VERIFIED,False,False,2023-02-15,INDIVIDUAL,9449.37,70514.6,1,Macao,DGTM34085878990227
ce0b3adf-fe19-4a9e-8e52-7549235cebad,Kimberly Stafford,26,FEMALE,General practice doctor,874264.81,LOW,Vanuatu,North Darrellport,VERIFIED,False,False,2024-09-14,BUSINESS,24509.97,56568.11,1,Malawi,KUTZ92402122175613
4315822e-ac3b-444d-9af9-307307644df0,David Ramirez,40,FEMALE,"Designer, furniture",1829214.53,HIGH,El Salvador,Williamsbury,VERIFIED,False,False,2024-02-06,BUSINESS,23606.09,72800.93,3,Singapore,UYLP99379001247311
03e1dcf6-340e-485e-b890-fc4bfb7fc6c7,Lori Vazquez,40,FEMALE,Musician,820085.37,HIGH,Togo,Catherinefort,VERIFIED,False,False,2022-06-18,BUSINESS,37798.35,55086.71,1,Moldova,DOFT31864623504255
67f117d5-1433-4fbf-b370-d467d3f86b00,Jacqueline Potts,24,MALE,Local government officer,1680389.22,LOW,Lesotho,Becktown,VERIFIED,False,False,2025-05-12,BUSINESS,30320.69,26014.85,4,Ecuador,UOWW37556780811341
eda608ed-ec09-48c8-a5d1-179d2dbd5aab,Robert Gallagher,75,FEMALE,Clinical biochemist,1898629.95,HIGH,Iraq,Perezville,PENDING,False,False,2021-08-10,INDIVIDUAL,49702.45,72031.05,3,Mozambique,PPKD74921181535527
0e09c862-a194-4c1f-bd6b-ff8e5ed36a15,Jason Salas,69,MALE,Contractor,1986666.2,LOW,Mali,East Jonathanfurt,VERIFIED,False,False,2025-09-15,INDIVIDUAL,2452.31,90730.27,1,San Marino,UULQ98198086416953
c654e0a5-6af8-4d5e-8b83-8094e94d342f,Michael Taylor,66,OTHER,"Engineer, manufacturing systems",633088.2,HIGH,Saint Lucia,South Adamshire,VERIFIED,False,False,2025-06-08,INDIVIDUAL,16945.29,25289.26,3,Gambia,XPJW33687280465140
460f777d-420c-459a-8164-830382986f32,Evan Singleton,31,MALE,Software engineer,1599621.06,MEDIUM,Eritrea,Amytown,VERIFIED,True,False,2023-09-30,BUSINESS,13627.73,71987.15,1,Sweden,ZPIQ72529000549056
7ac0de84-4a0b-477b-9996-e2a55dff44b1,Ryan Williams,54,MALE,Technical author,1187719.71,HIGH,Belize,East Frank,PENDING,False,False,2026-06-12,BUSINESS,47311.55,90996.63,3,Germany,BHIT51789812679977
c10ccceb-abfe-4fca-8b49-1ecc758c4e71,Kristen Bennett,57,FEMALE,Technical sales engineer,397109.26,HIGH,Gambia,Barryshire,VERIFIED,False,False,2021-09-25,BUSINESS,49965.6,76592.08,1,Paraguay,SLBY28444446865657
f38d59bb-d5fa-4c2f-90d2-36429878bd1f,Joseph Miller,38,OTHER,Location manager,1815546.47,HIGH,Slovakia (Slovak Republic),Millermouth,PENDING,False,False,2023-12-08,BUSINESS,42659.65,97685.78,4,Pitcairn Islands,AMMZ53677127234307
c9070c40-c6b3-4f33-90f8-3a17d9fdd3c1,Joseph Wright,56,OTHER,"Engineer, civil (contracting)",1587360.95,HIGH,Portugal,Tylerside,PENDING,False,False,2022-10-28,BUSINESS,2433.97,77727.33,3,Kyrgyz Republic,NQYW92378085008179
a944e39c-e713-459b-afac-c5653376ecd6,James Hayes,88,MALE,Chartered public finance accountant,643990.53,LOW,Afghanistan,Ortizside,PENDING,False,False,2023-10-30,INDIVIDUAL,23453.1,75703.56,2,Pakistan,YQUQ20759118813824
b29bda72-3ba9-4eb9-be8d-aa31aa94899a,Joseph Allen,79,OTHER,"Designer, graphic",1250878.65,MEDIUM,Greenland,Flowershaven,PENDING,False,False,2025-04-30,INDIVIDUAL,29460.83,57505.29,2,Sao Tome and Principe,WJXZ22513821045279
4a5f2150-5693-45ab-ae73-97468b64c04b,Rachel Wells,30,MALE,TEFL teacher,159731.58,HIGH,Samoa,West Sue,VERIFIED,False,False,2022-05-06,INDIVIDUAL,34322.19,48543.91,4,Mauritius,HBWI29939085094053
b74422d0-9886-46ff-bd0e-74c94561fdc8,Spencer Chang,43,MALE,Diagnostic radiographer,1369093.88,HIGH,Tunisia,Sandersfort,PENDING,False,False,2024-01-29,BUSINESS,46695.17,18442.16,3,Somalia,TEAG95207159059477
295c8912-22ae-4a29-8049-d142359dac3b,Lee Young,18,FEMALE,"Horticulturist, commercial",1770054.52,HIGH,Iran,Brendamouth,VERIFIED,False,False,2022-03-31,BUSINESS,32809.98,21295.83,4,Italy,DDAJ60734468714647
4e2c05bc-059f-447c-b085-5ac9db827185,Timothy French,20,OTHER,"Sales professional, IT",1628323.31,MEDIUM,Nauru,Port Victor,PENDING,False,False,2023-03-19,INDIVIDUAL,8324.36,39225.28,2,Libyan Arab Jamahiriya,QFOK68189570283268
74f0cb36-621a-4040-92ec-df7fd70241ab,Jenny Benjamin,79,MALE,"Programmer, multimedia",1399731.35,HIGH,Syrian Arab Republic,Lake Karenfort,VERIFIED,False,False,2024-03-05,INDIVIDUAL,32822.86,74794.18,1,Belarus,EGYX73717537099499
80c98d8f-a1f8-4f9c-b2f7-3bf2aa7044e9,Paige Best,77,MALE,Clinical cytogeneticist,264266.05,LOW,Solomon Islands,New Meganland,PENDING,False,False,2022-01-04,INDIVIDUAL,26079.77,58072.34,1,Afghanistan,AHKO54653686022187
a01e4eea-3f99-46a6-a6d6-9a6cc9f7eb32,James Le,43,OTHER,Chiropractor,1267380.44,HIGH,Syrian Arab Republic,South Leslieburgh,PENDING,False,False,2023-06-24,INDIVIDUAL,38711.39,89427.6,3,Jersey,SQDL46695486782762
d704523f-ec2f-4d84-aebd-c5dab3c159a5,Rhonda Smith,33,MALE,Electrical engineer,753579.16,LOW,Tuvalu,North Sharonfort,PENDING,False,False,2022-07-01,INDIVIDUAL,25163.53,77133.52,4,Hungary,HEEY20008748743699
05e3557d-5fef-4dcf-8746-a63267a1dee1,Michael Johnson,81,MALE,Hydrogeologist,1425140.46,MEDIUM,Sudan,West Amyport,PENDING,True,False,2023-09-29,INDIVIDUAL,28721.45,35771.38,2,Cape Verde,GUYE25338517683231
b7b5f040-e84c-4137-be58-7abe2f0f57ad,Linda Walker,30,OTHER,Music tutor,1938678.23,HIGH,Serbia,Danieltown,PENDING,False,False,2023-03-10,BUSINESS,14345.75,82420.21,2,Ecuador,UBNM57704223018673
9a55cdfc-5e1d-4a8e-9c35-d314eeb55de2,Brittany Green,25,FEMALE,Prison officer,1280340.67,HIGH,Kyrgyz Republic,West Josephtown,PENDING,False,False,2023-02-19,BUSINESS,49518.72,43723.27,2,Brazil,GLCK81852325040970
731c05d2-7cc6-46a4-a0dc-1531b223fa90,David Hanson,32,OTHER,IT trainer,352346.67,LOW,Armenia,Thomastown,PENDING,False,False,2024-09-03,BUSINESS,34311.77,19419.89,3,Togo,NITL55044435130422
4e035537-7b2b-4927-8439-610656372a12,Deborah Simmons,83,OTHER,Environmental education officer,516250.23,LOW,Mayotte,New Matthewfurt,PENDING,False,False,2021-11-21,INDIVIDUAL,4956.29,19709.69,1,Greece,IIUU80482448060761
c6758200-1d22-4fc7-b329-51b3e349d7b3,George English,43,FEMALE,Optometrist,129712.07,MEDIUM,Pakistan,North Adamfurt,VERIFIED,False,False,2025-06-09,BUSINESS,38977.77,72598.85,2,Switzerland,HZMP08288336243466
74471c60-2baa-433f-b4cc-dc596785665c,Sierra Williams,45,MALE,Lexicographer,52228.62,LOW,Netherlands Antilles,North Ann,PENDING,False,False,2024-08-10,INDIVIDUAL,15199.2,41154.46,1,Guinea-Bissau,QFEI61200420593246
4092c689-5866-4242-ac41-41e003ebc9b7,Denise Dudley,79,MALE,Quarry manager,1284370.05,MEDIUM,Dominica,Espinozaport,VERIFIED,False,False,2025-07-10,INDIVIDUAL,12263.9,48384.84,3,Jersey,RDBU32929286471814
995d5118-d897-430b-90d0-ab6095de4244,Madison Ramirez,64,FEMALE,Production engineer,1886649.63,HIGH,Aruba,Robinchester,VERIFIED,False,False,2021-12-30,INDIVIDUAL,9380.31,82700.0,1,Japan,QVWS72808627235694
f1c6d98b-e4de-4906-b86c-677ae2076bf8,Matthew Martin,45,FEMALE,Air cabin crew,1676519.01,LOW,Belgium,New Heather,VERIFIED,False,False,2025-05-25,BUSINESS,40439.87,96784.76,3,Guam,FNJI65186493372011
79eec8ff-1fcb-44d2-9fa7-e984127aea37,Olivia Perez,89,OTHER,Wellsite geologist,709915.58,HIGH,Tajikistan,Louisport,PENDING,False,False,2024-07-03,BUSINESS,40864.7,18070.88,1,Saint Kitts and Nevis,LQEK11455323621456
6bb4afbf-a23b-49e5-b4cf-4a2551f5d247,David Davis,47,MALE,Automotive engineer,1017020.24,MEDIUM,Honduras,West Karenmouth,PENDING,False,False,2026-03-05,BUSINESS,6384.71,25445.5,3,Tajikistan,YCOE43336144193789
7d678bd3-16e2-4f49-a110-afd3930905b8,Robert Foster,35,FEMALE,"Engineer, communications",1850363.22,LOW,Korea,North Travis,PENDING,False,False,2022-04-10,BUSINESS,36713.88,11453.3,2,Mayotte,QLRM26290498286283
9fe8cff6-99f9-4ba1-a389-bcfc2132673c,Michele Sanders,34,FEMALE,Geoscientist,1451514.78,LOW,Guadeloupe,New Bradley,PENDING,False,False,2023-10-04,INDIVIDUAL,36650.53,67526.27,1,British Virgin Islands,CPEO43645756745552
38030b9a-d23d-4768-b53f-4c2968125f7e,Stephanie Villanueva,86,FEMALE,Data scientist,1758627.28,HIGH,Togo,Willieberg,PENDING,False,False,2023-09-18,BUSINESS,28171.61,92205.69,4,Thailand,KLZP56728580574045
3c6ddc1b-49b7-405b-9a05-501767261da5,Paula Figueroa,20,OTHER,"Pharmacist, community",1815245.44,MEDIUM,Norfolk Island,Williamsview,VERIFIED,False,False,2024-08-07,INDIVIDUAL,11778.01,13931.37,4,United Arab Emirates,RQKV95027427516457
357273b1-88a9-490a-b4cd-2836698df95b,Allen Harris,41,OTHER,Osteopath,1649959.46,LOW,Ireland,Lake Christopher,VERIFIED,False,False,2026-02-02,INDIVIDUAL,24501.4,19728.43,4,United Kingdom,LCCN62137982981631
87ddad9f-e171-42ba-85df-a65dcaeff1e3,Vickie Hall,32,MALE,Television/film/video producer,788983.5,LOW,Malawi,North Rachel,PENDING,False,False,2024-10-13,BUSINESS,30730.78,99639.55,1,Eritrea,NVVO99906190727970
072f2f64-1258-4b7e-855d-b645f7a62bbc,Barbara Olsen,67,MALE,"Conservation officer, historic buildings",1561663.79,LOW,Argentina,Woodborough,PENDING,False,False,2025-05-17,BUSINESS,7217.65,30338.46,4,Angola,XLQP61778525720360
a3d9f4fb-a83c-43ad-83ab-bb6b34be68ac,Emily Bradshaw,77,MALE,English as a second language teacher,1861264.31,MEDIUM,Ethiopia,South Nichole,PENDING,False,False,2025-03-27,BUSINESS,35462.56,44054.55,2,South Africa,QFRI32960283264436
00bec89f-2b7c-4de7-b4a9-df15e955b77a,Robert Miller,44,FEMALE,Dentist,592139.71,MEDIUM,Iraq,Lake April,PENDING,False,False,2025-11-25,INDIVIDUAL,19010.5,14485.88,4,Oman,IZHA22069814453468
7e3211aa-0d8d-4f95-9a7b-37cbe5cc5e93,Tyler King,60,MALE,Regulatory affairs officer,829335.47,MEDIUM,Vietnam,North Sean,VERIFIED,False,False,2025-07-27,INDIVIDUAL,1757.51,99496.65,3,Mauritania,FGBZ83950521614451
fee1db13-b89e-443b-a1a7-de0d13189f50,Michelle Ritter,57,FEMALE,"Nurse, mental health",1146920.49,HIGH,British Indian Ocean Territory (Chagos Archipelago),South Angelaville,VERIFIED,False,False,2023-12-26,BUSINESS,30387.56,59416.33,3,Croatia,OIQW92191297451268
feba42c8-0781-49bf-bb91-b19d11d02c01,Corey Bradley,89,MALE,"Designer, exhibition/display",1546705.97,MEDIUM,Honduras,Wilkinstown,VERIFIED,False,False,2024-10-31,INDIVIDUAL,42059.88,65384.49,2,Myanmar,UBRR28152596540624
c76435d2-a807-451e-bbf4-3ff1ddbfeb30,John Greene,86,OTHER,"Pilot, airline",1168902.63,MEDIUM,Micronesia,West Williamview,VERIFIED,False,False,2025-12-18,BUSINESS,22196.29,15070.98,2,Turkmenistan,YXPV15858950924900
5448b873-9055-4fdb-a0c9-92d8957ccd53,Rebekah Fisher,21,FEMALE,"Education officer, community",1659973.01,MEDIUM,Netherlands,East Daniel,PENDING,False,False,2023-11-08,INDIVIDUAL,45617.1,59723.86,3,Georgia,MDVR95902896120948
1034a9bb-e656-4bdb-a7bf-aae42e64edad,Krystal Torres,49,OTHER,Regulatory affairs officer,1845788.6,MEDIUM,Congo,West Jerry,PENDING,False,False,2022-04-08,INDIVIDUAL,36142.13,59410.01,2,Poland,DCKS86987516161015
564be6f4-3f65-47ab-a6b3-f359e6061d71,Tammy Nash,53,FEMALE,"Scientist, physiological",1469482.29,MEDIUM,Syrian Arab Republic,Lake Carlos,VERIFIED,False,False,2023-08-20,BUSINESS,48263.76,7347.51,1,Niger,FPVB02646302164406
7f742781-ee91-4625-be14-bf29f3974492,Jonathan Hernandez,50,FEMALE,"Scientist, product/process development",1630102.91,LOW,Papua New Guinea,Wrightmouth,VERIFIED,False,False,2024-07-21,BUSINESS,29067.63,6008.19,2,Macao,HFEB21106689557685
f4b14602-b185-44c3-a44e-e95d66a60d87,Darius Green,70,OTHER,"Civil engineer, contracting",1833818.33,MEDIUM,Slovenia,New Juanborough,VERIFIED,False,False,2023-02-26,INDIVIDUAL,12605.65,73498.63,3,Sweden,HAOG16186040001865
350ea120-ca18-42d4-936c-99420ae08984,Kelly Schwartz,18,FEMALE,Nutritional therapist,599457.33,LOW,Norfolk Island,Philipside,PENDING,False,False,2022-11-01,INDIVIDUAL,20552.01,8216.3,2,Cocos (Keeling) Islands,SXKJ72667795839170
4ac2c777-1e51-42ec-b9a7-77ac5c152f4a,Christopher Taylor,64,MALE,Psychiatric nurse,340906.93,MEDIUM,Paraguay,Flowersville,VERIFIED,False,False,2024-06-09,BUSINESS,28919.64,94640.0,1,Panama,ZRHO73654880673242
a0b0be13-e2b1-4434-bfd1-1c05647b198d,Chelsea Fields,21,OTHER,Clinical biochemist,1839515.83,LOW,North Macedonia,Jenniferfurt,PENDING,False,False,2024-03-01,BUSINESS,36311.12,5005.94,3,Martinique,VNTW53992764607017
8b94f5d0-1d2e-48ce-968d-948b19f4a30a,Renee Brown,56,FEMALE,"Editor, commissioning",1348301.97,MEDIUM,Svalbard & Jan Mayen Islands,Colemanbury,PENDING,False,False,2025-12-28,INDIVIDUAL,30033.36,71187.41,3,Greece,WROW47490040407739
37103f37-7fab-4c37-bba2-3b4496c9a26a,Benjamin Sanders,46,FEMALE,"Designer, multimedia",1072599.17,LOW,Lithuania,Woodwardview,PENDING,False,False,2024-03-10,INDIVIDUAL,41398.45,40532.45,4,Malawi,QXPL91850555942047
0d1b3e3c-a0d7-468f-9190-dc1d2b08153b,Brianna Franklin,39,OTHER,Metallurgist,874385.66,HIGH,Mali,Lake Drewport,PENDING,False,False,2025-04-03,BUSINESS,48051.34,47076.02,1,Comoros,WVHY51825255356872
623f15ff-df3d-4f57-8328-4bbb97a87806,Benjamin Moore,47,MALE,Human resources officer,1823356.17,HIGH,United States Virgin Islands,Burgessside,PENDING,False,False,2022-03-25,BUSINESS,7078.9,39519.0,1,Nepal,YBUA65374787264602
972d336f-9695-40d2-ac18-d465f91d99b0,Devin Blevins,30,OTHER,"Designer, graphic",1303015.34,MEDIUM,Congo,Andresmouth,PENDING,False,False,2023-02-18,BUSINESS,36586.11,59039.94,2,Brazil,XEHI16617255228686
f0897fdd-61e9-4872-92f1-91724777a827,Walter Hall,87,OTHER,"Lecturer, further education",1744052.46,LOW,Puerto Rico,Jasonland,VERIFIED,False,False,2021-11-02,BUSINESS,38113.66,80226.74,3,Zambia,VRUL61899078169093
2f0c04b4-add1-44da-9469-1cb888e94151,Patricia Cohen,63,OTHER,Office manager,1636059.29,MEDIUM,British Virgin Islands,Chapmantown,VERIFIED,False,False,2025-11-17,INDIVIDUAL,19741.1,97058.17,2,Burkina Faso,ENJA57843494572652
23380e73-9f28-4db1-9dc5-71995691c816,Jessica Cruz,87,MALE,Land,973022.63,HIGH,France,Port Matthewmouth,VERIFIED,False,False,2025-07-01,INDIVIDUAL,6503.25,95035.2,3,Samoa,QNPS57248990055694
f33a41c1-6aa4-476c-a5ae-ee3ee36439a0,Tina Shepard,38,FEMALE,Customer service manager,876563.74,HIGH,Mexico,Autumnhaven,PENDING,False,False,2024-01-30,BUSINESS,14315.78,96189.12,3,Ethiopia,ZVAH94540782615929
73a73ef6-02ab-45c1-b5b1-3b4aa67d2940,Erica Bailey,46,OTHER,Quantity surveyor,546317.74,LOW,Poland,Karenstad,VERIFIED,False,False,2025-06-06,INDIVIDUAL,47952.35,18661.83,2,Spain,LXBN12888132375628
a2933234-9310-4cd4-bdd5-72052f947973,Danielle House,44,MALE,"Engineer, civil (contracting)",1505096.47,MEDIUM,Mozambique,Martinezport,PENDING,False,False,2022-10-19,BUSINESS,42376.86,99626.27,1,Cyprus,TSKK90261334777305
00c1711d-f380-4fb6-81e6-6fa5f76eaab1,Dale Hatfield,77,MALE,"Administrator, charities/voluntary organisations",1123490.53,MEDIUM,Marshall Islands,Stoneville,VERIFIED,False,False,2021-10-07,INDIVIDUAL,35849.74,19996.98,3,Ireland,ZAYG87798193574418
ab88c239-58f1-44a4-8043-c160d71c9922,Kim Wang,69,OTHER,Ecologist,500032.55,MEDIUM,Poland,Whiteborough,VERIFIED,False,False,2026-07-07,BUSINESS,22032.07,99980.55,1,Bahamas,ZEYJ80353453937057
c55471a1-de3d-4de3-a6ed-6053e82725c5,Anthony Wood,50,MALE,Theatre director,1183690.68,LOW,Russian Federation,Timothyville,VERIFIED,False,False,2024-10-10,INDIVIDUAL,7258.02,26166.76,4,Burundi,SEKU18649958832076
b862e99c-cebe-43fb-b09e-103b8ed00370,Autumn Holt,88,OTHER,Investment analyst,1523203.31,MEDIUM,Montenegro,Wolftown,VERIFIED,False,False,2026-06-22,BUSINESS,33301.77,9831.85,3,Guadeloupe,LSGN91034265387042
